national_inv,lead_time,in_transit_qty,forecast_3_month,forecast_6_month,forecast_9_month,sales_1_month,sales_3_month,sales_6_month,sales_9_month,min_bank,potential_issue,pieces_past_due,perf_6_month_avg,perf_12_month_avg,local_bo_qty,deck_risk,oe_constraint,ppap_risk,stop_auto_buy,rev_stop,went_on_backorder
3,4.0,0,0,1,2,0,0,3,4,1,No,0,0.79,0.66,0,No,No,No,Yes,No,No
50,8.0,0,0,0,20,0,0,0,0,0,No,0,0.67,0.81,0,No,No,No,Yes,No,No
51,2.0,0,70,110,150,0,19,19,21,24,No,10,0.02,0.07,0,No,No,No,Yes,No,No
8,2.0,0,0,0,0,1,1,2,9,0,No,0,0.93,0.92,0,No,No,No,Yes,No,No
0,2.0,0,10,10,10,0,0,0,0,1,No,0,0.4,0.42,0,Yes,No,No,Yes,No,No
192,2.0,46,440,776,1154,126,436,722,968,145,No,20,0.98,0.98,0,No,No,No,Yes,No,No
937,,0,0,0,0,0,0,8,38,0,No,0,-99.0,-99.0,0,Yes,No,No,No,No,No
906,4.0,0,9072,15984,24048,3305,9619,19054,24784,1487,No,1080,0.55,0.66,0,No,No,No,No,No,No
19,2.0,0,30,60,90,7,22,57,82,0,No,0,0.98,0.98,0,No,No,No,Yes,No,No
0,12.0,0,0,0,0,0,0,0,0,0,No,0,0.57,0.68,0,Yes,No,No,Yes,No,No
196,8.0,70,511,751,895,108,277,406,718,146,No,7,0.96,0.97,0,No,No,No,Yes,No,No
8,12.0,0,0,0,0,0,0,0,0,0,No,0,0.77,0.73,0,No,No,No,Yes,No,No
33,8.0,7,38,113,173,6,35,79,130,0,No,1,0.75,0.54,0,No,No,No,Yes,No,No
3,,0,0,0,0,0,0,0,0,1,No,0,-99.0,-99.0,0,Yes,No,No,Yes,No,No
1,8.0,4,7,7,7,1,3,4,5,2,No,7,0.37,0.34,0,No,No,No,Yes,No,No
10,9.0,13,3,3,8,3,8,16,19,0,No,3,0.85,0.82,0,Yes,No,Yes,Yes,No,No
1,2.0,1,2,4,7,0,1,3,5,0,No,0,0.83,0.69,0,No,No,No,Yes,No,No
7,8.0,0,0,0,0,0,0,0,1,0,No,0,0.71,0.51,0,No,No,Yes,Yes,No,No
115,12.0,75,0,0,0,1,11,51,108,12,No,0,0.98,0.95,0,No,No,No,Yes,No,No
817,12.0,107,782,2177,3122,353,1689,3736,6344,207,No,45,0.93,0.74,0,No,No,No,Yes,No,No
0,,0,0,0,0,0,0,0,0,0,No,0,-99.0,-99.0,0,No,No,Yes,Yes,No,No
0,2.0,0,9,9,9,0,0,0,0,0,No,2,0.68,0.85,0,Yes,No,No,Yes,No,No
77,8.0,0,27,75,99,10,39,72,100,0,No,0,1.0,0.97,0,No,No,No,Yes,No,No
23,4.0,1,13,26,39,8,20,36,52,0,No,0,0.73,0.78,0,No,No,No,Yes,No,No
8,9.0,0,0,0,0,0,0,0,1,0,No,0,0.85,0.82,0,No,No,No,Yes,No,No
0,8.0,0,440,660,880,0,0,0,0,0,No,56,1.0,0.93,0,No,No,No,Yes,No,No
2,,0,0,0,0,0,0,0,0,0,No,0,-99.0,-99.0,0,Yes,No,No,Yes,No,No
20,12.0,0,0,60,60,2,8,20,27,2,No,0,0.08,0.04,0,No,No,No,Yes,No,No
33,8.0,0,0,0,0,0,2,2,2,2,No,0,0.91,0.85,0,No,No,No,Yes,No,No
227,8.0,35,497,913,1269,135,442,962,1470,120,No,11,1.0,0.99,0,No,No,Yes,Yes,No,No
8,8.0,0,0,0,0,0,0,0,0,0,No,0,0.79,0.79,0,Yes,No,No,Yes,No,No
9872,2.0,20,13500,23500,36000,1076,6320,20303,26061,686,No,0,0.81,0.89,0,No,No,No,Yes,No,No
0,8.0,0,30,30,30,0,1,1,1,0,No,0,0.83,0.92,0,No,No,No,Yes,No,No
88,8.0,83,186,302,418,81,190,335,479,53,No,29,0.5,0.46,0,No,No,No,Yes,No,No
0,2.0,0,8,14,14,0,0,0,0,0,No,0,0.9,0.95,0,Yes,No,No,Yes,No,No
4,2.0,0,0,0,0,0,0,0,0,0,No,0,0.82,0.89,0,Yes,No,Yes,Yes,No,No
978,2.0,16,0,0,60,49,177,353,521,138,No,0,1.0,0.59,0,No,No,No,Yes,No,No
95,8.0,33,140,210,280,19,83,166,247,26,No,0,0.99,0.99,0,No,No,No,Yes,No,No
0,12.0,0,0,0,0,0,0,0,0,0,No,0,0.73,0.79,0,No,No,No,Yes,No,No
365,8.0,250,0,0,0,25,30,163,307,12,No,0,0.98,0.91,0,No,No,No,Yes,No,No
1127,8.0,1,0,2500,2500,143,341,865,1449,145,No,0,0.94,0.74,0,No,No,No,Yes,No,No
181,8.0,179,40,160,280,49,153,309,469,86,No,0,0.96,0.9,0,No,No,No,Yes,No,No
2885,12.0,0,0,0,0,0,0,0,2,1,No,0,0.77,0.73,0,No,No,No,Yes,No,No
1,,0,0,0,0,0,0,0,0,1,No,0,-99.0,-99.0,0,Yes,No,No,Yes,No,No
873,2.0,148,1640,3200,4790,481,1679,2897,4051,622,No,0,0.63,0.68,0,No,No,No,Yes,No,No
32,2.0,0,0,0,0,0,2,3,6,0,No,0,0.45,0.63,0,No,No,No,Yes,No,No
53,,0,0,0,0,0,0,0,1,0,No,0,-99.0,-99.0,0,Yes,No,No,No,No,No
19,8.0,0,0,0,0,0,2,2,10,0,No,0,0.98,0.98,0,No,No,Yes,Yes,No,No
2,,0,0,0,0,0,0,2,3,0,No,0,-99.0,-99.0,0,Yes,No,Yes,Yes,No,No
1449,8.0,272,4220,11300,16540,997,4296,11197,17594,734,No,0,0.85,0.83,0,No,No,Yes,Yes,No,No
301,8.0,0,0,0,0,0,0,0,0,0,No,0,0.92,0.91,0,No,No,No,Yes,No,No
87,8.0,0,274,274,274,11,25,108,111,86,No,130,0.86,0.42,0,No,No,Yes,Yes,No,No
0,,0,0,0,0,0,0,0,0,1,No,0,-99.0,-99.0,0,No,No,Yes,Yes,No,No
0,,0,0,0,0,0,0,0,0,0,No,0,-99.0,-99.0,0,No,No,No,Yes,No,No
18,8.0,7,21,42,63,6,17,44,79,5,No,7,0.84,0.86,0,No,No,No,Yes,No,No
99,8.0,20,52,192,304,28,84,251,354,31,No,0,0.77,0.52,0,No,No,No,Yes,No,No
11,8.0,0,0,0,0,0,1,2,2,0,No,0,0.97,0.98,0,No,No,No,Yes,No,No
6,8.0,0,0,0,0,0,0,0,0,0,No,0,0.87,0.88,0,No,No,No,Yes,No,No
193,9.0,118,215,402,541,27,120,313,555,48,No,16,0.85,0.82,0,No,No,No,Yes,No,No
4,12.0,0,2,3,3,0,0,1,1,0,No,1,0.73,0.79,0,No,No,Yes,Yes,No,No
0,8.0,0,141,245,351,27,83,157,220,20,No,5,0.79,0.66,0,No,No,No,Yes,No,Yes
10,2.0,0,0,0,0,0,0,0,0,0,No,0,0.94,0.96,0,No,No,No,Yes,No,No
30,,0,0,0,0,0,0,0,0,0,No,0,-99.0,-99.0,0,No,No,No,Yes,No,No
2,8.0,0,0,0,0,0,0,0,0,1,No,0,0.97,0.97,0,No,No,No,Yes,No,No
78,2.0,0,57,129,242,32,180,281,314,38,No,27,0.85,0.74,5,No,No,No,Yes,No,No
1,,0,0,0,0,0,0,0,0,0,No,0,-99.0,-99.0,0,Yes,No,No,Yes,No,No
2,2.0,0,0,0,0,0,0,0,0,0,No,0,0.96,0.9,0,No,No,No,Yes,No,No
12,4.0,5,3,10,17,1,5,15,19,0,No,1,0.73,0.78,0,No,No,No,Yes,No,No
479,8.0,252,2232,3528,5400,545,1726,2898,3869,847,No,504,0.81,0.78,0,No,No,No,Yes,No,No
67,2.0,56,152,302,402,52,161,261,327,40,No,22,0.93,0.96,0,No,No,No,Yes,No,No
152,8.0,2,150,240,420,40,144,321,633,82,No,30,0.22,0.13,0,No,No,No,Yes,No,No
7,8.0,0,0,0,0,0,0,0,0,1,No,0,0.87,0.92,0,No,No,No,Yes,No,No
2,9.0,0,0,0,0,0,0,0,0,0,No,0,0.7,0.66,0,No,No,Yes,Yes,No,No
0,4.0,0,0,0,0,0,0,0,0,0,No,0,0.73,0.78,0,No,No,No,Yes,No,No
4,8.0,0,4,8,12,1,4,10,14,0,No,0,0.77,0.73,0,No,No,No,Yes,No,No
18,8.0,0,0,0,0,0,0,0,0,0,No,0,0.79,0.66,0,No,No,No,Yes,No,No
16,8.0,0,0,0,0,1,1,2,2,1,No,0,0.97,0.97,0,No,No,No,Yes,No,No
92,8.0,38,170,320,480,32,145,288,417,42,No,20,0.78,0.83,0,No,No,No,Yes,No,No
0,,0,0,0,0,0,0,0,0,0,No,0,-99.0,-99.0,0,Yes,No,No,No,No,No
1,4.0,0,4,6,7,1,3,5,7,0,No,1,0.73,0.78,0,No,No,No,Yes,No,No
7,4.0,0,1,1,1,1,3,4,4,0,No,0,0.57,0.68,0,Yes,No,No,Yes,No,No
480,8.0,28,1104,2112,3048,431,1351,2373,3608,162,No,96,0.55,0.4,0,No,No,No,Yes,No,No
247,8.0,7,129,294,471,71,209,652,921,46,No,0,0.95,0.95,2,No,No,No,Yes,No,No
24,9.0,0,0,14,21,0,8,10,14,0,No,0,0.94,0.83,0,Yes,No,No,Yes,No,No
5,9.0,0,0,0,0,0,0,0,0,0,No,0,0.7,0.66,0,No,No,No,Yes,No,No
0,12.0,4,11,17,19,3,8,16,25,0,No,0,0.77,0.73,0,No,No,No,Yes,No,No
3,8.0,0,0,0,0,0,0,0,0,0,No,0,0.98,0.98,0,No,No,No,Yes,No,No
2,8.0,0,0,0,0,0,0,0,0,1,No,0,0.7,0.73,0,No,No,No,Yes,No,No
17,8.0,0,0,0,0,0,0,0,0,1,No,0,0.87,0.92,0,No,No,No,Yes,No,No
1366,6.0,0,2100,4452,6576,665,2234,4801,6963,347,No,0,0.82,0.54,0,No,No,No,Yes,No,No
8,,0,0,0,0,0,0,3,6,1,No,0,-99.0,-99.0,0,No,No,No,No,No,No
638,8.0,422,1084,1444,1444,188,469,833,1519,250,No,84,0.82,0.81,0,No,No,No,Yes,No,No
8,4.0,27,57,92,120,33,90,160,232,19,No,1,0.73,0.78,0,No,No,No,Yes,No,No
93,8.0,0,0,0,0,1,5,17,28,0,No,0,0.92,0.66,0,No,No,No,Yes,No,No
3,12.0,0,0,0,0,0,0,0,0,0,No,0,0.73,0.79,0,No,No,No,Yes,No,No
0,8.0,0,5600,8000,11600,0,2,2,3,0,No,0,0.0,0.05,0,No,No,No,No,No,No
31,,0,0,0,0,0,0,0,0,0,No,0,-99.0,-99.0,0,Yes,No,No,No,No,No
3,2.0,0,0,0,0,0,0,0,0,0,No,0,0.99,0.98,0,Yes,No,No,Yes,No,No
1,2.0,0,3,5,8,0,3,6,6,0,No,1,0.28,0.13,0,No,No,No,Yes,No,No
328,8.0,0,0,160,160,24,111,214,360,48,No,0,0.99,0.98,0,No,No,No,Yes,No,No
671,8.0,182,2283,4126,6159,790,2269,4445,6287,485,No,180,0.93,0.95,0,No,No,No,Yes,No,No
1,12.0,0,11,21,31,2,10,14,18,0,No,0,0.73,0.79,0,No,No,No,Yes,No,Yes
0,8.0,0,1000,1000,1000,0,34,49,66,6,No,1000,-99.0,-99.0,0,No,No,No,Yes,No,No
16,15.0,0,77,122,214,0,0,0,0,0,No,0,0.9,0.92,0,No,No,No,Yes,No,No
73,8.0,0,0,0,0,0,2,3,4,3,No,0,0.79,0.79,0,No,No,No,Yes,No,No
1008,9.0,422,3534,6486,9432,434,1398,4221,6432,754,No,102,0.84,0.84,0,No,No,No,Yes,No,No
16,2.0,79,346,526,739,236,414,573,736,63,No,18,0.93,0.96,21,No,No,No,Yes,No,No
10,,0,0,0,0,0,0,0,0,0,No,0,-99.0,-99.0,0,Yes,No,No,Yes,No,No
2,12.0,0,0,0,0,0,0,1,1,1,No,0,1.0,0.99,0,No,No,No,Yes,No,No
0,8.0,0,0,0,0,0,0,0,0,1,No,0,0.11,0.37,0,Yes,No,No,Yes,No,No
20,0.0,0,0,0,0,0,0,0,0,1,No,0,0.0,0.0,0,Yes,No,No,Yes,No,No
747,4.0,361,499,1101,1635,203,594,1139,1457,69,No,8,0.73,0.78,0,No,No,Yes,Yes,No,No
10,3.0,0,0,0,0,0,0,0,0,1,No,0,0.94,0.96,0,Yes,No,No,Yes,No,No
0,2.0,0,5,7,7,0,0,0,0,0,No,5,0.96,0.96,0,Yes,No,No,Yes,No,No
8,8.0,0,0,0,0,0,0,0,0,1,No,0,0.84,0.82,0,No,No,No,Yes,No,No
6,2.0,6,0,0,0,0,0,0,0,1,No,0,0.85,0.83,0,Yes,No,No,Yes,No,No
0,4.0,0,4,4,4,0,0,0,0,0,No,3,0.7,0.66,0,Yes,No,No,Yes,No,No
44,8.0,0,63,127,177,19,57,124,177,31,No,0,0.97,0.99,0,No,No,No,Yes,No,No
3,12.0,0,0,0,0,0,0,0,0,0,No,0,0.73,0.79,0,No,No,No,Yes,No,No
1838,,0,0,0,0,0,0,1,1,3,No,0,-99.0,-99.0,0,Yes,No,No,Yes,No,No
225,8.0,0,0,0,0,0,1,2,4,0,No,0,1.0,0.99,0,No,No,No,Yes,No,No
3,4.0,0,0,0,0,0,0,0,0,0,No,0,0.89,0.9,0,No,No,No,Yes,No,No
0,2.0,0,5,7,7,0,0,0,0,0,No,0,0.37,0.34,0,Yes,No,No,Yes,No,No
7,8.0,0,0,0,0,0,0,0,0,0,No,0,0.73,0.76,0,No,No,No,Yes,No,No
109,2.0,53,15,54,107,19,57,117,172,30,No,15,0.81,0.78,0,No,No,No,Yes,No,No
450,12.0,429,541,1190,1754,142,555,1422,2573,100,No,129,0.7,0.76,1,No,No,Yes,Yes,No,No
3,2.0,0,2,6,10,0,3,5,10,1,No,0,0.95,0.97,0,No,No,No,Yes,No,No
100,,0,0,0,0,0,0,0,0,0,No,0,-99.0,-99.0,0,Yes,No,No,Yes,No,No
106,4.0,0,0,0,0,0,0,10,10,0,No,0,0.73,0.78,0,No,No,No,Yes,No,No
13,9.0,0,0,0,0,0,0,1,2,0,No,0,0.94,0.83,0,Yes,No,No,Yes,No,No
38,12.0,0,14,14,14,5,14,46,66,0,No,6,0.73,0.79,0,No,No,No,Yes,No,No
1,2.0,0,35,65,95,10,29,50,52,0,No,4,-99.0,0.0,0,No,No,No,Yes,No,Yes
342,2.0,91,465,825,1275,197,573,970,1412,135,No,15,0.9,0.86,0,No,No,No,Yes,No,No
6,4.0,0,0,0,0,0,0,1,1,1,No,0,0.22,0.15,0,Yes,No,No,Yes,No,No
0,2.0,0,12,12,12,0,0,0,0,0,No,0,-99.0,-99.0,0,Yes,No,Yes,Yes,No,Yes
161,2.0,0,75,152,152,11,29,104,286,66,No,0,0.97,0.97,0,No,No,No,Yes,No,No
76,4.0,0,46,92,184,12,45,71,72,5,No,0,0.93,0.94,0,No,No,No,Yes,No,No
134,2.0,66,248,544,836,80,302,553,807,89,No,0,1.0,0.99,0,No,No,No,Yes,No,No
18,8.0,0,0,0,0,0,0,0,0,0,No,0,0.91,0.95,0,No,No,Yes,Yes,No,No
3,4.0,4,1,1,1,0,0,0,0,0,No,1,0.73,0.78,0,Yes,No,No,Yes,No,No
10,9.0,12,41,61,81,4,25,40,45,0,No,1,0.85,0.82,0,Yes,No,No,Yes,No,No
30,2.0,0,0,0,0,0,1,12,15,1,No,0,0.36,0.44,0,Yes,No,No,Yes,No,No
687,8.0,408,0,0,45,56,177,472,587,39,No,0,0.61,0.6,0,No,No,No,Yes,No,No
14,8.0,0,0,0,0,1,3,4,6,0,No,0,0.78,0.75,0,Yes,No,Yes,Yes,No,No
42,8.0,7,48,96,132,15,59,119,162,20,No,12,0.31,0.2,0,No,No,No,Yes,No,No
95,4.0,50,75,150,250,30,101,189,260,31,No,25,0.77,0.84,0,No,No,No,Yes,No,No
448,8.0,9,0,0,0,28,111,190,381,45,No,0,0.99,0.99,0,No,No,No,No,No,No
224,2.0,0,2875,5259,7753,676,2924,5566,6851,364,No,18,0.31,0.34,1,No,No,No,Yes,No,Yes
6,,0,0,0,0,0,1,1,2,0,No,0,-99.0,-99.0,0,Yes,No,Yes,Yes,No,No
2,12.0,0,0,0,0,0,0,0,0,0,No,0,0.73,0.79,0,No,No,No,Yes,No,No
61,12.0,23,14,28,56,12,36,84,125,17,No,0,0.77,0.73,0,No,No,No,Yes,No,No
0,2.0,4,3,3,3,0,0,0,0,0,No,0,1.0,0.73,0,Yes,No,No,Yes,No,No
0,8.0,0,0,0,0,0,5,10,12,0,No,0,0.64,0.48,0,Yes,No,No,Yes,No,No
1069,2.0,0,633,1266,1266,192,562,1458,2079,218,No,0,1.0,1.0,0,No,No,No,Yes,No,No
3,8.0,5,19,34,54,10,31,56,76,5,No,4,0.82,0.81,0,No,No,No,Yes,No,No
122,4.0,0,0,58,87,11,36,95,151,36,No,0,0.73,0.78,0,No,No,No,Yes,No,No
1,,0,0,0,0,0,0,0,0,0,No,0,-99.0,-99.0,0,Yes,No,No,Yes,No,No
82,8.0,2,357,604,903,82,321,632,911,102,No,39,0.33,0.32,0,No,No,No,Yes,No,No
229,8.0,104,428,752,1049,132,411,848,1312,82,No,77,0.08,0.39,0,No,No,No,Yes,No,No
6,8.0,0,0,0,0,0,0,0,0,0,No,0,-99.0,-99.0,0,Yes,No,No,Yes,No,No
48,8.0,6,42,107,175,15,72,131,183,19,No,10,0.86,0.87,0,No,No,No,Yes,No,No
38,12.0,0,0,0,0,2,6,10,19,0,No,0,0.73,0.79,0,No,No,Yes,Yes,No,No
27,2.0,0,0,0,0,0,0,0,0,1,No,0,0.91,0.95,0,Yes,No,No,Yes,No,No
197,52.0,0,0,0,0,2,5,7,16,4,No,0,0.93,0.96,0,Yes,No,No,Yes,No,No
50,12.0,0,0,0,0,0,0,0,0,1,No,0,0.48,0.48,0,Yes,No,No,Yes,No,No
63,9.0,0,0,0,0,1,2,3,10,0,No,0,0.85,0.82,0,No,No,No,Yes,No,No
2,2.0,0,0,0,0,0,1,2,3,0,No,0,0.37,0.34,0,Yes,No,No,Yes,No,No
11,8.0,0,0,0,0,0,0,1,1,2,No,0,0.95,0.95,0,No,No,No,Yes,No,No
8,4.0,0,0,0,0,1,2,3,9,0,No,0,0.73,0.78,0,No,No,No,Yes,No,No
8,2.0,3,1,1,1,0,2,14,21,0,No,1,0.83,0.69,0,No,No,No,Yes,No,No
203,2.0,0,0,0,0,6,12,27,32,1,No,0,0.94,0.86,0,No,No,Yes,Yes,No,No
28,4.0,12,16,32,50,1,10,14,21,3,No,0,0.81,0.91,0,No,No,No,Yes,No,No
4,8.0,0,3,4,6,2,4,6,11,1,No,0,0.97,0.96,0,No,No,No,Yes,No,No
34,8.0,16,53,106,155,12,47,95,146,13,No,9,0.5,0.46,0,No,No,No,Yes,No,No
7,4.0,6,0,0,0,2,7,13,13,0,No,0,0.73,0.78,0,No,No,No,Yes,No,No
30,4.0,0,0,0,0,0,0,0,0,1,No,0,0.75,0.72,0,Yes,No,No,Yes,No,No
5,4.0,0,0,0,0,0,0,0,0,0,No,0,0.73,0.78,0,No,No,No,Yes,No,No
45,2.0,0,0,0,0,49,50,50,50,0,No,0,0.99,0.99,0,Yes,No,No,Yes,No,No
5,9.0,0,0,0,0,0,1,1,1,0,No,0,0.93,0.78,0,No,No,No,Yes,No,No
2,,0,0,0,0,0,0,1,1,0,No,0,-99.0,-99.0,0,Yes,No,No,Yes,No,No
989,,0,0,0,0,0,0,2,2,1,No,0,-99.0,-99.0,0,No,No,No,No,No,No
6,8.0,0,0,0,0,0,0,0,0,2,No,0,0.99,0.99,0,No,No,No,Yes,No,No
0,2.0,20,37,65,87,0,0,0,0,0,No,20,-99.0,-99.0,0,No,No,No,Yes,No,No
120,8.0,0,126,126,189,17,64,150,217,39,No,0,0.96,0.9,0,No,No,No,Yes,No,No
3,8.0,0,0,0,0,0,0,2,3,0,No,0,0.95,0.77,0,No,No,No,Yes,No,No
1,,0,92,172,256,13,42,78,100,0,No,4,-99.0,-99.0,0,No,No,Yes,Yes,No,Yes
14,8.0,0,105,105,105,1,9,22,32,7,No,0,1.0,0.99,0,No,No,No,Yes,No,No
2,,0,0,0,0,0,0,0,3,2,No,0,-99.0,-99.0,0,No,No,No,No,No,No
3,12.0,0,0,0,0,0,0,0,0,0,No,0,0.57,0.68,0,No,No,No,Yes,No,No
4,4.0,3,3,6,6,1,4,7,10,0,No,0,0.73,0.78,0,No,No,No,Yes,No,No
33,2.0,0,35,75,110,7,39,70,127,0,No,5,0.86,0.88,0,No,No,Yes,Yes,No,No
21,2.0,4,30,66,108,7,21,51,101,0,No,0,0.93,0.87,0,No,No,No,Yes,No,No
5,8.0,0,6,12,18,2,5,6,10,2,No,0,0.97,0.96,0,No,No,No,Yes,No,No
21,12.0,0,0,0,0,0,0,1,2,0,No,0,1.0,1.0,0,No,No,No,Yes,No,No
19,8.0,0,0,0,0,0,0,0,0,2,No,0,-99.0,-99.0,0,No,No,No,Yes,No,No
16,14.0,0,20,20,20,2,4,7,13,1,No,0,0.99,0.99,0,No,No,No,Yes,No,No
13,8.0,0,0,0,0,4,11,28,42,5,No,0,1.0,1.0,0,No,No,No,Yes,No,No
8,3.0,0,72,108,132,12,65,88,130,32,No,0,0.41,0.46,0,No,No,No,Yes,No,Yes
10,8.0,0,0,0,0,0,0,0,0,2,No,0,0.84,0.82,0,No,No,No,Yes,No,No
6,,0,0,0,0,0,0,4,4,3,No,0,-99.0,-99.0,0,No,No,No,Yes,No,No
25,8.0,1,60,105,150,12,48,83,120,32,No,15,0.5,0.46,0,No,No,No,Yes,No,No
11,,0,0,0,0,0,0,0,0,0,No,0,-99.0,-99.0,0,Yes,No,No,Yes,No,No
30,52.0,0,0,0,0,0,0,0,0,1,No,0,-99.0,-99.0,0,Yes,No,No,No,No,No
2,,0,0,0,0,0,0,0,0,0,No,0,-99.0,-99.0,0,Yes,No,No,Yes,No,No
69,,0,0,0,0,0,0,0,0,1,No,0,-99.0,-99.0,0,No,No,No,Yes,No,No
6,8.0,0,0,0,0,0,0,0,0,1,No,0,0.35,0.36,0,No,No,No,Yes,No,No
772,8.0,0,32,184,184,0,0,0,0,0,No,28,0.99,0.98,0,No,No,No,Yes,No,No
0,9.0,0,3,3,4,1,1,2,4,2,No,0,0.7,0.66,0,No,No,No,Yes,No,No
7,2.0,1,15,31,47,8,20,36,47,0,No,0,0.88,0.94,0,No,No,No,Yes,No,No
1742,8.0,1140,1200,1200,1200,0,0,0,0,0,No,600,0.9,0.85,0,No,No,No,Yes,No,No
900,9.0,0,0,0,1000,31,81,546,900,89,No,0,0.98,0.96,0,No,No,No,Yes,No,No
45,,0,0,0,0,0,1,1,1,0,No,0,-99.0,-99.0,0,Yes,No,No,No,No,No
0,2.0,2,0,0,0,0,0,0,0,0,No,0,0.64,0.64,0,Yes,No,Yes,Yes,No,No
53,8.0,3,28,56,70,5,27,56,99,24,No,14,0.33,0.32,0,No,No,No,Yes,No,No
6,8.0,0,0,0,0,0,0,0,1,0,No,0,0.99,0.99,0,No,No,No,Yes,No,No
6,8.0,5,24,49,74,4,16,31,50,2,No,1,0.54,0.71,0,No,No,No,Yes,No,No
189,9.0,168,312,538,858,51,301,600,970,111,No,0,0.84,0.84,0,No,No,No,Yes,No,No
500,2.0,0,0,0,0,0,0,0,0,0,No,0,0.68,0.75,0,No,No,No,Yes,No,No
6,8.0,2,4,10,19,3,10,15,20,0,No,0,0.98,0.98,0,No,No,No,Yes,No,No
2896,8.0,1073,0,2500,2500,606,1842,3285,4752,1134,No,0,0.95,0.95,0,No,No,No,Yes,No,No
85,2.0,0,24,120,168,20,71,193,438,14,No,24,0.43,0.59,0,No,No,No,Yes,No,No
1166,8.0,401,1350,2550,3750,520,1646,3261,4930,536,No,0,1.0,0.89,0,No,No,No,Yes,No,No
30,8.0,0,0,0,0,0,0,0,0,0,No,0,-99.0,0.5,0,No,No,No,Yes,No,No
43,8.0,0,10,15,25,13,25,55,91,16,No,0,0.4,0.41,0,No,No,No,Yes,No,No
36327,8.0,0,0,0,0,2,10,23,29,0,No,0,-99.0,-99.0,0,No,No,Yes,Yes,No,No
24,8.0,0,0,0,0,0,2,2,2,1,No,0,0.59,0.73,0,No,No,No,Yes,No,No
0,,0,0,0,0,0,0,0,0,0,No,0,-99.0,-99.0,0,No,No,No,Yes,No,No
39,16.0,0,0,0,0,0,0,0,0,2,No,0,0.66,0.64,0,No,No,No,Yes,No,No
2,8.0,0,0,0,0,0,0,0,0,0,No,0,0.82,0.81,0,No,No,No,Yes,No,No
149,,0,0,0,0,0,0,0,0,0,No,0,-99.0,-99.0,0,No,No,No,Yes,No,No
33,8.0,0,0,0,0,0,0,0,0,0,No,0,0.4,0.42,0,No,No,No,Yes,No,No
36,2.0,0,50,80,110,0,0,0,0,1,No,10,0.85,0.87,0,No,No,No,Yes,No,No
5,4.0,0,0,0,0,0,0,0,0,0,No,0,0.73,0.78,0,No,No,No,Yes,No,No
376,8.0,116,934,1852,2802,327,1039,2328,3575,240,No,0,0.82,0.8,0,No,No,No,Yes,No,No
5,2.0,0,0,11,11,0,0,0,0,0,No,0,0.91,0.95,0,Yes,No,No,Yes,No,No
11,2.0,0,0,0,0,0,0,0,0,0,No,0,0.99,0.96,0,Yes,No,No,Yes,No,No
7,4.0,0,0,0,0,0,0,0,0,0,No,0,0.22,0.15,0,Yes,No,No,Yes,No,No
53,4.0,0,0,0,0,0,1,1,1,0,No,0,0.73,0.78,0,No,No,No,Yes,No,No
2,8.0,0,0,0,0,0,0,0,0,0,No,0,0.0,0.0,0,No,No,Yes,Yes,No,No
64,2.0,0,56,122,188,15,83,186,241,21,No,12,0.03,0.1,0,No,No,No,Yes,No,No
71,8.0,0,0,0,0,2,4,11,14,11,No,0,0.97,0.96,0,No,No,No,Yes,No,No
0,12.0,0,11,19,25,3,7,14,18,0,No,0,0.57,0.68,0,No,No,No,Yes,No,Yes
577,8.0,749,1249,2750,4427,351,1401,3188,4228,454,No,124,0.13,0.17,0,No,No,No,Yes,No,No
7,4.0,0,0,0,0,1,1,1,1,1,No,0,0.22,0.15,0,Yes,No,No,Yes,No,No
161,8.0,0,27,102,192,17,57,227,333,30,No,0,0.8,0.84,0,No,No,Yes,Yes,No,No
420,8.0,4,320,595,770,47,299,585,957,69,No,0,0.89,0.8,0,No,No,No,Yes,No,No
825,,0,0,0,0,0,0,0,0,0,No,0,-99.0,-99.0,0,No,No,No,Yes,No,No
10,8.0,0,0,0,0,0,0,0,0,0,No,0,0.99,0.96,0,No,No,No,Yes,No,No
21,8.0,0,0,7,18,2,2,16,24,0,No,0,0.98,0.99,0,No,No,No,Yes,No,No
18,12.0,0,13,41,69,2,16,44,68,0,No,6,0.73,0.79,0,No,No,No,Yes,No,No
590,12.0,1,0,0,0,4,42,173,351,51,No,0,0.68,0.68,0,Yes,No,No,Yes,No,No
111,2.0,80,0,0,0,3,3,14,27,0,No,0,1.0,0.98,0,No,No,No,Yes,No,No
39,,0,0,0,0,0,0,0,0,1,No,0,-99.0,-99.0,0,Yes,No,No,Yes,No,No
44,8.0,0,0,0,6,3,9,29,68,4,No,0,0.99,0.99,0,No,No,No,Yes,No,No
24,12.0,0,0,0,0,0,1,3,12,1,No,0,1.0,0.7,0,No,No,No,Yes,No,No
545,8.0,7,0,0,0,29,81,157,234,44,No,0,0.9,0.92,0,No,No,No,Yes,No,No
99,2.0,23,150,300,400,52,147,266,359,50,No,50,0.93,0.96,0,No,No,No,Yes,No,No
114,2.0,92,136,296,439,40,153,304,444,49,No,3,0.37,0.33,0,No,No,No,Yes,No,No
1832,8.0,2961,307,307,307,207,832,1670,2695,157,No,0,0.54,0.54,0,No,No,No,Yes,No,No
68,12.0,4,101,101,101,3,5,31,60,4,No,0,0.68,0.68,0,No,No,No,Yes,No,No
